$L1,3119,0.013,-1.003,1.010,10.00,0.06,2.00,120.15,25.16*44
$L1,3170,-0.020,-1.006,1.006,10.00,-0.07,2.00,120.16,25.16*4B
$L1,3221,-0.086,-0.988,0.998,9.99,-0.20,2.00,120.16,25.16*7C
$L1,3272,-0.136,-1.002,0.991,9.98,-0.33,2.00,120.16,25.16*70
$L1,3323,-0.188,-0.966,0.996,9.96,-0.45,2.00,120.16,25.17*73
$L1,3374,-0.225,-0.985,1.001,9.93,-0.58,2.00,120.17,25.17*76
$L1,3425,-0.280,-0.973,0.993,9.90,-0.71,2.00,120.17,25.17*78
$L1,3476,-0.337,-0.929,1.005,9.86,-0.83,2.00,120.17,25.17*71
$L1,3527,-0.360,-0.907,0.998,9.81,-0.96,2.00,120.17,25.18*7A
$L1,3578,-0.420,-0.898,0.994,9.76,-1.08,2.00,120.18,25.18*79
$L1,3630,-0.471,-0.892,1.006,9.70,-1.21,2.00,120.18,25.18*76
$L1,3681,-0.496,-0.865,0.998,9.64,-1.33,2.00,120.18,25.18*74
$L1,3732,-0.541,-0.813,1.000,9.57,-1.46,2.00,120.18,25.19*7D
$L1,3783,-0.617,-0.802,0.994,9.49,-1.58,2.00,120.18,25.19*72
$L1,3835,-0.659,-0.787,1.010,9.40,-1.70,2.00,120.19,25.19*7E
$L1,3886,-0.672,-0.718,0.991,9.31,-1.82,2.00,120.19,25.19*73
$L1,3936,-0.717,-0.720,1.007,9.22,-1.94,2.00,120.19,25.20*78
$L1,3987,-0.769,-0.651,1.001,9.12,-2.05,2.00,120.19,25.20*72
$L1,4038,-0.792,-0.606,1.002,9.01,-2.17,2.00,120.20,25.20*76
$L1,4089,-0.794,-0.601,0.994,8.90,-2.28,2.00,120.20,25.20*7F
$L1,4141,-0.854,-0.547,0.994,8.78,-2.40,2.00,120.20,25.21*71
$L1,4192,-0.852,-0.493,1.009,8.65,-2.51,2.00,120.20,25.21*71
$L1,4243,-0.877,-0.464,1.003,8.52,-2.62,2.00,120.21,25.21*7E
$L1,4294,-0.896,-0.417,1.003,8.38,-2.73,2.00,120.21,25.21*73
$L1,4345,-0.939,-0.349,0.998,8.24,-2.83,2.00,120.21,25.22*7D
$L1,4396,-0.950,-0.316,0.994,8.10,-2.93,2.00,120.21,25.22*7C
$L1,4447,-0.960,-0.256,1.010,7.94,-3.04,2.00,120.22,25.22*7A
$L1,4498,-0.988,-0.226,1.009,7.79,-3.14,2.00,120.22,25.22*73
$L1,4549,-0.999,-0.154,1.010,7.62,-3.24,2.00,120.22,25.23*78
$L1,4599,-0.990,-0.104,0.994,7.46,-3.33,2.00,120.22,25.23*7D
$L1,4650,-0.982,-0.061,1.004,7.29,-3.42,2.00,120.22,25.23*74
$L1,4701,-1.005,-0.020,0.994,7.11,-3.52,2.00,120.23,25.23*79
$L1,4757,-1.014,0.033,1.002,6.91,-3.61,2.00,120.23,25.24*5C
$L1,4808,-0.992,0.102,1.004,6.72,-3.70,2.00,120.23,25.24*57
$L1,4858,-0.970,0.159,1.007,6.53,-3.78,2.00,120.23,25.24*58
$L1,4909,-0.980,0.176,1.010,6.34,-3.87,2.00,120.24,25.24*5F
$L1,4960,-0.970,0.238,1.000,6.14,-3.95,2.00,120.24,25.25*57
$L1,5011,-0.957,0.287,1.003,5.94,-4.02,2.00,120.24,25.25*59
$L1,5062,-0.959,0.330,0.991,5.73,-4.10,2.00,120.24,25.25*57
$L1,5113,-0.913,0.371,1.003,5.52,-4.17,2.00,120.24,25.25*5C
$L1,5163,-0.892,0.442,1.006,5.31,-4.24,2.00,120.25,25.26*56
$L1,5214,-0.884,0.475,1.000,5.09,-4.30,2.00,120.25,25.26*5E
$L1,5264,-0.856,0.540,1.004,4.88,-4.37,2.00,120.25,25.26*5A
$L1,5315,-0.825,0.548,0.998,4.65,-4.43,2.00,120.25,25.26*5C
$L1,5366,-0.793,0.616,0.993,4.43,-4.48,2.00,120.26,25.27*54
$L1,5416,-0.756,0.631,1.009,4.20,-4.54,2.00,120.26,25.27*5B
$L1,5467,-0.729,0.696,0.992,3.96,-4.59,2.00,120.26,25.27*55
$L1,5518,-0.707,0.709,1.007,3.73,-4.64,2.00,120.26,25.27*56
$L1,5569,-0.675,0.760,1.002,3.49,-4.68,2.00,120.26,25.27*5B
$L1,5620,-0.605,0.791,0.993,3.25,-4.73,2.00,120.27,25.28*52
$L1,5671,-0.557,0.823,0.995,3.01,-4.77,2.00,120.27,25.28*50
$L1,5723,-0.542,0.851,0.991,2.76,-4.81,2.00,120.27,25.28*5B
$L1,5774,-0.474,0.874,1.005,2.52,-4.84,2.00,120.27,25.28*5C
$L1,5825,-0.431,0.885,0.997,2.27,-4.87,2.00,120.28,25.29*54
$L1,5876,-0.406,0.919,0.996,2.02,-4.90,2.00,120.28,25.29*52
$L1,5927,-0.346,0.953,0.991,1.77,-4.92,2.00,120.28,25.29*5E
$L1,5978,-0.286,0.945,1.000,1.52,-4.94,2.00,120.28,25.29*5F
$L1,6029,-0.245,0.978,0.992,1.27,-4.96,2.00,120.28,25.30*5B
$L1,6080,-0.218,0.964,1.009,1.01,-4.97,2.00,120.29,25.30*53
$L1,6131,-0.158,0.988,1.000,0.76,-4.99,2.00,120.29,25.30*5B
$L1,6182,-0.087,0.993,1.007,0.50,-4.99,2.00,120.29,25.30*59
$L1,6232,-0.050,1.014,1.010,0.25,-5.00,2.00,120.29,25.31*58
$L1,6283,-0.007,1.000,0.992,-0.00,-5.00,2.00,120.29,25.31*7D
$L1,6334,0.050,0.995,1.001,-0.26,-5.00,2.00,120.30,25.31*55
$L1,6385,0.112,1.010,1.002,-0.51,-4.99,2.00,120.30,25.31*5F
$L1,6436,0.172,0.995,1.002,-0.77,-4.99,2.00,120.30,25.32*54
$L1,6487,0.212,0.964,1.006,-1.02,-4.97,2.00,120.30,25.32*5C
$L1,6538,0.234,0.952,1.003,-1.27,-4.96,2.00,120.30,25.32*5B
$L1,6590,0.289,0.960,0.996,-1.53,-4.94,2.00,120.31,25.32*5A
$L1,6641,0.344,0.955,0.997,-1.78,-4.92,2.00,120.31,25.33*5C
$L1,6691,0.404,0.937,0.994,-2.03,-4.90,2.00,120.31,25.33*58
$L1,6742,0.460,0.904,1.003,-2.28,-4.87,2.00,120.31,25.33*5C
$L1,6793,0.489,0.878,0.994,-2.52,-4.84,2.00,120.31,25.33*55
$L1,6844,0.535,0.852,1.002,-2.77,-4.80,2.00,120.32,25.34*5E
$L1,6895,0.560,0.814,1.006,-3.01,-4.77,2.00,120.32,25.34*5C
$L1,6946,0.632,0.770,1.001,-3.25,-4.73,2.00,120.32,25.34*5F
$L1,6997,0.657,0.775,0.995,-3.49,-4.68,2.00,120.32,25.34*50
$L1,7047,0.692,0.727,0.999,-3.73,-4.64,2.00,120.32,25.35*53
$L1,7099,0.734,0.676,0.999,-3.97,-4.59,2.00,120.33,25.35*5D
$L1,7149,0.748,0.660,1.008,-4.20,-4.54,2.00,120.33,25.35*5B
$L1,7200,0.774,0.596,0.996,-4.43,-4.48,2.00,120.33,25.35*57
$L1,7251,0.829,0.552,1.007,-4.66,-4.43,2.00,120.33,25.35*50
$L1,7302,0.834,0.534,1.001,-4.88,-4.36,2.00,120.33,25.36*5C
$L1,7353,0.869,0.483,1.001,-5.10,-4.30,2.00,120.34,25.36*5C
$L1,7404,0.913,0.443,0.992,-5.32,-4.23,2.00,120.34,25.36*59
$L1,7455,0.926,0.391,1.010,-5.53,-4.16,2.00,120.34,25.36*50
$L1,7506,0.924,0.328,0.992,-5.74,-4.09,2.00,120.34,25.37*5F
$L1,7558,0.962,0.278,0.993,-5.95,-4.02,2.00,120.34,25.37*57
$L1,7608,0.975,0.249,1.002,-6.15,-3.94,2.00,120.34,25.37*56
$L1,7659,0.969,0.175,1.002,-6.35,-3.86,2.00,120.35,25.37*53
$L1,7710,1.010,0.132,1.008,-6.55,-3.78,2.00,120.35,25.38*58
$L1,7761,0.981,0.101,0.996,-6.74,-3.69,2.00,120.35,25.38*52
$L1,7812,0.996,0.030,0.997,-6.92,-3.61,2.00,120.35,25.38*5D
$L1,7863,0.996,-0.028,1.007,-7.11,-3.52,2.00,120.35,25.38*74
$L1,7914,0.996,-0.043,0.999,-7.28,-3.43,2.00,120.36,25.39*7F
$L1,7965,1.007,-0.125,0.997,-7.45,-3.33,2.00,120.36,25.39*7A
$L1,8016,1.001,-0.143,0.999,-7.62,-3.24,2.00,120.36,25.39*73
$L1,8067,0.974,-0.197,1.002,-7.79,-3.14,2.00,120.36,25.39*75
$L1,8119,0.981,-0.246,1.003,-7.94,-3.04,2.00,120.36,25.39*7B
$L1,8169,0.950,-0.301,1.009,-8.09,-2.94,2.00,120.36,25.40*75
$L1,8220,0.918,-0.357,1.006,-8.24,-2.83,2.00,120.37,25.40*73
$L1,8271,0.922,-0.395,1.000,-8.38,-2.73,2.00,120.37,25.40*74
$L1,8322,0.909,-0.447,1.007,-8.52,-2.62,2.00,120.37,25.40*79
$L1,8373,0.881,-0.512,0.996,-8.65,-2.51,2.00,120.37,25.41*78
$L1,8423,0.828,-0.559,1.001,-8.77,-2.40,2.00,120.37,25.41*73
$L1,8474,0.799,-0.563,1.005,-8.89,-2.29,2.00,120.37,25.41*77
$L1,8525,0.768,-0.634,1.006,-9.01,-2.17,2.00,120.38,25.41*7D
$L1,8576,0.754,-0.657,0.996,-9.11,-2.06,2.00,120.38,25.42*72
$L1,8626,0.734,-0.695,1.003,-9.21,-1.94,2.00,120.38,25.42*73
$L1,8678,0.696,-0.743,0.994,-9.31,-1.82,2.00,120.38,25.42*7B
$L1,8729,0.652,-0.773,1.008,-9.40,-1.70,2.00,120.38,25.42*73
$L1,8780,0.594,-0.801,1.002,-9.49,-1.58,2.00,120.38,25.43*7B
$L1,8831,0.561,-0.846,1.001,-9.56,-1.46,2.00,120.39,25.43*74
$L1,8881,0.508,-0.860,0.997,-9.63,-1.34,2.00,120.39,25.43*70
$L1,8932,0.463,-0.899,1.001,-9.70,-1.22,2.00,120.39,25.43*71
$L1,8983,0.426,-0.910,0.999,-9.76,-1.09,2.00,120.39,25.43*7C
$L1,9034,0.387,-0.929,0.994,-9.81,-0.97,2.00,120.39,25.44*7A
$L1,9085,0.347,-0.943,0.999,-9.86,-0.84,2.00,120.39,25.44*78
$L1,9136,0.289,-0.977,1.003,-9.90,-0.72,2.00,120.40,25.44*7E
$L1,9187,0.247,-0.964,1.001,-9.93,-0.59,2.00,120.40,25.44*7C
$L1,9238,0.200,-0.996,1.008,-9.96,-0.46,2.00,120.40,25.45*76
$L1,9289,0.149,-1.002,0.995,-9.98,-0.34,2.00,120.40,25.45*70
$L1,9340,0.083,-0.999,1.007,-9.99,-0.21,2.00,120.40,25.45*7F
$L1,9391,0.036,-0.986,1.002,-10.00,-0.08,2.00,120.40,25.45*45
$L1,9441,-0.029,-1.017,0.992,-10.00,0.04,2.00,120.41,25.45*4D
$L1,9493,-0.083,-1.004,1.001,-9.99,0.17,2.00,120.41,25.46*7B
$L1,9543,-0.121,-1.003,0.997,-9.98,0.30,2.00,120.41,25.46*7A
$L1,9594,-0.151,-0.984,1.001,-9.96,0.42,2.00,120.41,25.46*7C
$L1,9646,-0.203,-0.976,0.994,-9.94,0.55,2.00,120.41,25.46*79
$L1,9697,-0.287,-0.951,0.997,-9.91,0.68,2.00,120.41,25.47*75
$L1,9747,-0.312,-0.955,0.997,-9.87,0.80,2.00,120.41,25.47*71
$L1,9798,-0.354,-0.936,1.008,-9.83,0.93,2.00,120.42,25.47*7F
$L1,9849,-0.398,-0.922,0.992,-9.78,1.05,2.00,120.42,25.47*78
$L1,9899,-0.442,-0.900,1.008,-9.72,1.18,2.00,120.42,25.48*77
$L1,9950,-0.490,-0.858,0.998,-9.66,1.30,2.00,120.42,25.48*7E
$L1,10000,-0.558,-0.839,1.009,-9.59,1.42,2.00,120.42,25.48*41
$L1,10051,-0.580,-0.813,0.992,-9.51,1.54,2.00,120.42,25.48*4D
$L1,10102,-0.645,-0.797,0.993,-9.43,1.66,2.00,120.42,25.48*40
$L1,10152,-0.650,-0.749,1.010,-9.34,1.78,2.00,120.42,25.49*4F
$L1,10203,-0.707,-0.713,1.005,-9.25,1.90,2.00,120.43,25.49*47
$L1,10254,-0.745,-0.682,1.000,-9.15,2.02,2.00,120.43,25.49*44
$L1,10305,-0.774,-0.641,0.998,-9.05,2.13,2.00,120.43,25.49*44
$L1,10356,-0.820,-0.598,1.000,-8.93,2.25,2.00,120.43,25.49*49
$L1,10407,-0.815,-0.551,0.996,-8.82,2.36,2.00,120.43,25.50*44
$L1,10457,-0.874,-0.506,1.003,-8.70,2.47,2.00,120.43,25.50*4B
$L1,10508,-0.874,-0.480,0.995,-8.57,2.58,2.00,120.43,25.50*43
$L1,10559,-0.899,-0.423,1.005,-8.43,2.69,2.00,120.44,25.50*4C
$L1,10610,-0.946,-0.368,0.994,-8.29,2.79,2.00,120.44,25.51*45
$L1,10661,-0.943,-0.334,0.990,-8.15,2.90,2.00,120.44,25.51*43
$L1,10711,-0.979,-0.269,1.008,-8.00,3.00,2.00,120.44,25.51*40
$L1,10762,-0.992,-0.240,1.000,-7.84,3.10,2.00,120.44,25.51*40
$L1,10813,-0.995,-0.196,1.009,-7.68,3.20,2.00,120.44,25.51*4E
$L1,10864,-0.995,-0.122,1.002,-7.52,3.30,2.00,120.44,25.52*41
$L1,10915,-0.980,-0.071,0.999,-7.35,3.39,2.00,120.44,25.52*47
$L1,10966,-1.015,-0.020,1.001,-7.17,3.48,2.00,120.44,25.52*4C
$L1,11017,-1.016,0.016,1.007,-6.99,3.57,2.00,120.45,25.52*67
$L1,11067,-1.015,0.054,1.008,-6.81,3.66,2.00,120.45,25.53*60
$L1,11118,-1.003,0.141,1.004,-6.62,3.75,2.00,120.45,25.53*68
$L1,11169,-0.984,0.166,1.000,-6.43,3.83,2.00,120.45,25.53*62
$L1,11220,-0.972,0.233,1.005,-6.23,3.91,2.00,120.45,25.53*66
$L1,11271,-0.969,0.276,1.004,-6.03,3.99,2.00,120.45,25.53*62
$L1,11321,-0.943,0.305,1.007,-5.83,4.06,2.00,120.45,25.54*65
$L1,11372,-0.912,0.382,1.001,-5.62,4.14,2.00,120.45,25.54*62
$L1,11424,-0.924,0.401,0.997,-5.41,4.21,2.00,120.45,25.54*6F
$L1,11474,-0.868,0.478,1.005,-5.19,4.27,2.00,120.46,25.54*66
$L1,11525,-0.848,0.487,1.001,-4.97,4.34,2.00,120.46,25.54*60
$L1,11576,-0.833,0.566,0.998,-4.75,4.40,2.00,120.46,25.55*62
$L1,11626,-0.819,0.580,0.993,-4.53,4.46,2.00,120.46,25.55*6D
$L1,11678,-0.772,0.623,1.003,-4.30,4.51,2.00,120.46,25.55*6C
$L1,11729,-0.741,0.675,1.008,-4.06,4.57,2.00,120.46,25.55*62
$L1,11779,-0.707,0.703,1.002,-3.83,4.62,2.00,120.46,25.56*60
$L1,11830,-0.654,0.746,0.991,-3.60,4.67,2.00,120.46,25.56*6E
$L1,11881,-0.647,0.777,0.993,-3.36,4.71,2.00,120.46,25.56*62
$L1,11933,-0.582,0.824,1.002,-3.11,4.75,2.00,120.46,25.56*68
$L1,11984,-0.565,0.849,1.006,-2.87,4.79,2.00,120.47,25.56*61
$L1,12035,-0.521,0.881,1.001,-2.63,4.82,2.00,120.47,25.57*6D
$L1,12085,-0.457,0.898,0.998,-2.38,4.86,2.00,120.47,25.57*6C
$L1,12136,-0.421,0.905,1.009,-2.13,4.88,2.00,120.47,25.57*66
$L1,12186,-0.364,0.942,0.994,-1.89,4.91,2.00,120.47,25.57*6C
$L1,12237,-0.311,0.948,1.008,-1.64,4.93,2.00,120.47,25.57*61
$L1,12288,-0.263,0.975,1.000,-1.38,4.95,2.00,120.47,25.58*67
$L1,12339,-0.217,0.976,1.008,-1.13,4.97,2.00,120.47,25.58*6F
$L1,12390,-0.179,0.977,0.999,-0.88,4.98,2.00,120.47,25.58*6A
$L1,12441,-0.137,0.979,0.991,-0.63,4.99,2.00,120.47,25.58*69
$L1,12492,-0.055,0.995,1.002,-0.37,5.00,2.00,120.47,25.58*62
$L1,12542,-0.029,1.010,0.992,-0.12,5.00,2.00,120.48,25.59*68
$L1,12593,0.033,1.003,0.995,0.14,5.00,2.00,120.48,25.59*6C
$L1,12644,0.067,1.014,0.998,0.39,5.00,2.00,120.48,25.59*60
$L1,12694,0.132,1.001,0.999,0.64,4.99,2.00,120.48,25.59*60
$L1,12745,0.186,0.973,0.990,0.90,4.98,2.00,120.48,25.60*66
$L1,12796,0.234,0.976,0.997,1.15,4.97,2.00,120.48,25.60*63
$L1,12846,0.260,0.980,0.992,1.40,4.95,2.00,120.48,25.60*6E
$L1,12898,0.335,0.943,1.006,1.65,4.93,2.00,120.48,25.60*67
$L1,12948,0.361,0.917,0.996,1.90,4.91,2.00,120.48,25.60*62
$L1,12999,0.409,0.890,0.996,2.15,4.88,2.00,120.48,25.61*6E
$L1,13050,0.448,0.879,0.999,2.40,4.85,2.00,120.48,25.61*63
$L1,13101,0.528,0.851,0.993,2.64,4.82,2.00,120.48,25.61*60
$L1,13152,0.571,0.847,1.005,2.89,4.79,2.00,120.48,25.61*6D
$L1,13202,0.575,0.819,0.993,3.13,4.75,2.00,120.48,25.61*6D
$L1,13253,0.642,0.757,0.992,3.37,4.71,2.00,120.49,25.62*6A
$L1,13304,0.655,0.740,0.993,3.61,4.66,2.00,120.49,25.62*6D
$L1,13355,0.717,0.693,0.998,3.85,4.62,2.00,120.49,25.62*64
$L1,13406,0.764,0.678,1.008,4.08,4.57,2.00,120.49,25.62*61
$L1,13457,0.782,0.640,1.005,4.31,4.51,2.00,120.49,25.62*67
$L1,13508,0.789,0.588,0.997,4.54,4.46,2.00,120.49,25.63*67
$L1,13559,0.844,0.539,0.997,4.76,4.40,2.00,120.49,25.63*61
$L1,13610,0.881,0.489,1.004,4.99,4.33,2.00,120.49,25.63*6B
$L1,13661,0.876,0.456,0.994,5.20,4.27,2.00,120.49,25.63*60
$L1,13712,0.910,0.419,0.991,5.42,4.20,2.00,120.49,25.63*69
$L1,13763,0.936,0.346,1.002,5.63,4.13,2.00,120.49,25.64*60
$L1,13814,0.961,0.315,0.995,5.84,4.06,2.00,120.49,25.64*60
$L1,13865,0.974,0.284,0.997,6.05,3.98,2.00,120.49,25.64*63
$L1,13916,0.982,0.207,1.009,6.25,3.90,2.00,120.49,25.64*61
$L1,13967,0.969,0.157,1.000,6.45,3.82,2.00,120.49,25.64*68
$L1,14018,1.001,0.136,1.001,6.64,3.74,2.00,120.49,25.64*64
$L1,14069,1.004,0.052,0.997,6.83,3.65,2.00,120.49,25.65*6B
$L1,14120,0.998,0.020,0.997,7.01,3.56,2.00,120.49,25.65*64
$L1,14171,0.990,-0.018,1.009,7.19,3.47,2.00,120.49,25.65*48
$L1,14222,0.992,-0.104,1.006,7.37,3.38,2.00,120.49,25.65*48
$L1,14273,0.986,-0.130,0.992,7.54,3.29,2.00,120.49,25.65*4E
$L1,14324,1.002,-0.180,0.995,7.70,3.19,2.00,120.50,25.66*4B
$L1,14375,0.969,-0.249,1.000,7.86,3.09,2.00,120.50,25.66*40
$L1,14426,0.941,-0.302,0.999,8.02,2.99,2.00,120.50,25.66*46
$L1,14477,0.929,-0.325,1.000,8.17,2.89,2.00,120.50,25.66*44
$L1,14528,0.915,-0.381,1.009,8.31,2.78,2.00,120.50,25.66*4D
$L1,14579,0.893,-0.444,1.000,8.45,2.67,2.00,120.50,25.67*4D
$L1,14630,0.874,-0.469,1.002,8.58,2.56,2.00,120.50,25.67*49
$L1,14681,0.854,-0.504,1.008,8.71,2.45,2.00,120.50,25.67*48
$L1,14733,0.814,-0.581,0.992,8.84,2.34,2.00,120.50,25.67*4E
$L1,14785,0.782,-0.617,1.000,8.95,2.23,2.00,120.50,25.67*4A
$L1,14836,0.780,-0.657,1.005,9.07,2.11,2.00,120.50,25.68*4A
$L1,14887,0.734,-0.696,0.991,9.17,1.99,2.00,120.50,25.68*45
$L1,14938,0.709,-0.702,1.004,9.27,1.88,2.00,120.50,25.68*45
$L1,14988,0.671,-0.766,0.997,9.36,1.76,2.00,120.50,25.68*41
$L1,15039,0.617,-0.768,0.993,9.45,1.64,2.00,120.50,25.68*4E
$L1,15090,0.598,-0.803,0.999,9.53,1.52,2.00,120.50,25.68*43
$L1,15141,0.532,-0.843,0.995,9.60,1.40,2.00,120.50,25.69*44
$L1,15192,0.506,-0.877,1.006,9.67,1.28,2.00,120.50,25.69*41
$L1,15242,0.447,-0.898,1.007,9.73,1.15,2.00,120.50,25.69*40
$L1,15293,0.419,-0.933,1.005,9.79,1.03,2.00,120.50,25.69*48
$L1,15344,0.343,-0.942,1.007,9.84,0.90,2.00,120.50,25.69*46
$L1,15395,0.309,-0.953,0.998,9.88,0.78,2.00,120.50,25.70*48
$L1,15446,0.258,-0.979,0.996,9.91,0.65,2.00,120.50,25.70*46
$L1,15497,0.213,-0.971,0.990,9.94,0.53,2.00,120.50,25.70*4B
$L1,15548,0.177,-0.983,0.994,9.97,0.40,2.00,120.50,25.70*41
$L1,15599,0.096,-0.979,0.999,9.99,0.27,2.00,120.50,25.70*44
$L1,15650,0.058,-0.998,0.991,10.00,0.14,2.00,120.50,25.71*7E
$L1,15700,-0.006,-1.019,1.008,10.00,0.02,2.00,120.50,25.71*52
$L1,15751,-0.063,-1.002,0.993,10.00,-0.11,2.00,120.50,25.71*7A
$L1,15802,-0.110,-0.993,1.010,9.99,-0.24,2.00,120.50,25.71*4B
$L1,15853,-0.131,-0.974,1.007,9.97,-0.36,2.00,120.50,25.71*4E
$L1,15904,-0.200,-0.969,1.000,9.95,-0.49,2.00,120.50,25.71*4D
$L1,15955,-0.227,-0.969,0.996,9.92,-0.62,2.00,120.50,25.72*46
$L1,16006,-0.312,-0.975,1.009,9.89,-0.74,2.00,120.50,25.72*43
$L1,16057,-0.360,-0.928,1.005,9.85,-0.87,2.00,120.50,25.72*46
$L1,16108,-0.382,-0.931,0.995,9.80,-0.99,2.00,120.50,25.72*42
$L1,16159,-0.455,-0.885,0.995,9.75,-1.12,2.00,120.50,25.72*4D
$L1,16210,-0.471,-0.869,1.009,9.69,-1.24,2.00,120.50,25.72*42
$L1,16261,-0.519,-0.868,0.991,9.62,-1.37,2.00,120.50,25.73*4B
$L1,16312,-0.564,-0.833,1.007,9.55,-1.49,2.00,120.50,25.73*40
$L1,16363,-0.626,-0.776,1.008,9.47,-1.61,2.00,120.50,25.73*4B
$L1,16414,-0.636,-0.754,1.008,9.38,-1.73,2.00,120.50,25.73*46
$L1,16465,-0.690,-0.743,1.004,9.29,-1.85,2.00,120.50,25.73*4F
